,AÑO,INEGI,NOM_ENTDIAD,NOM_MUNICIPIO,MODALIDAD,SUBTIPO_CRIMEN,ID_ENTIDAD,ID_MUNICIPIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_ROBOS_AÑO,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO
800,2017,16020,MICHOACAN,CUITZEO,ROBO COMUN,A NEGOCIO,16,20,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,16020,16,20,Cuitzeo
2113,2017,30032,VERACRUZ,CATEMACO,ROBO COMUN,A NEGOCIO,30,32,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30032,30,32,Catemaco
2050,2017,29029,TLAXCALA,TEPEYANCO,ROBO COMUN,A NEGOCIO,29,29,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,29029,29,29,Tepeyanco
451,2017,13005,HIDALGO,AJACUBA,ROBO COMUN,A NEGOCIO,13,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,7.0,13005,13,5,Ajacuba
20,2017,3009,BAJA CALIFORNIA SUR,LORETO,ROBO COMUN,A NEGOCIO,3,9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,03009,3,9,Loreto
2044,2017,29023,TLAXCALA,NATIVITAS,ROBO COMUN,A NEGOCIO,29,23,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29023,29,23,Natívitas
1785,2017,22001,QUERETARO,AMEALCO DE BONFIL,ROBO COMUN,A NEGOCIO,22,1,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,22001,22,1,Amealco de Bonfil
2096,2017,30015,VERACRUZ,ANGEL R. CABADA,ROBO COMUN,A NEGOCIO,30,15,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,30015,30,15,Angel R. Cabada
2063,2017,29042,TLAXCALA,XICOHTZINCO,ROBO COMUN,A NEGOCIO,29,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,7.0,29042,29,42,Xicohtzinco
2286,2017,30205,VERACRUZ,EL HIGO,ROBO COMUN,A NEGOCIO,30,205,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,30205,30,205,El Higo
2178,2017,30097,VERACRUZ,LERDO DE TEJADA,ROBO COMUN,A NEGOCIO,30,97,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,30097,30,97,Lerdo de Tejada
338,2017,11019,GUANAJUATO,JERECUARO,ROBO COMUN,A NEGOCIO,11,19,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,11019,11,19,Jerécuaro
34,2017,5003,COAHUILA,ALLENDE,ROBO COMUN,A NEGOCIO,5,3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,05003,5,3,Allende
1041,2017,20044,OAXACA,LOMA BONITA,ROBO COMUN,A NEGOCIO,20,44,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,20044,20,44,Loma Bonita
780,2017,15125,MEXICO,TONANITLA,ROBO COMUN,A NEGOCIO,15,125,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,15125,15,125,Tonanitla
470,2017,13024,HIDALGO,HUASCA DE OCAMPO,ROBO COMUN,A NEGOCIO,13,24,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,13024,13,24,Huasca de Ocampo
50,2017,5019,COAHUILA,MORELOS,ROBO COMUN,A NEGOCIO,5,19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,05019,5,19,Morelos
1797,2017,22013,QUERETARO,PEÑAMILLER,ROBO COMUN,A NEGOCIO,22,13,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,22013,22,13,Peñamiller
2173,2017,30092,VERACRUZ,XICO,ROBO COMUN,A NEGOCIO,30,92,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,30092,30,92,Xico
1792,2017,22008,QUERETARO,HUIMILPAN,ROBO COMUN,A NEGOCIO,22,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,22008,22,8,Huimilpan
662,2017,15007,MEXICO,AMANALCO,ROBO COMUN,A NEGOCIO,15,7,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,15007,15,7,Amanalco
94,2017,7015,CHIAPAS,CACAHOATAN,ROBO COMUN,A NEGOCIO,7,15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,07015,7,15,Cacahoatán
913,2017,17020,MORELOS,TEPOZTLAN,ROBO COMUN,A NEGOCIO,17,20,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,17020,17,20,Tepoztlán
1575,2017,21008,PUEBLA,AHUAZOTEPEC,ROBO COMUN,A NEGOCIO,21,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,21008,21,8,Ahuazotepec
2064,2017,29043,TLAXCALA,YAUHQUEMEHCAN,ROBO COMUN,A NEGOCIO,29,43,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,29043,29,43,Yauhquemehcan
1643,2017,21076,PUEBLA,HUEYTAMALCO,ROBO COMUN,A NEGOCIO,21,76,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,21076,21,76,Hueytamalco
140,2017,7061,CHIAPAS,OCOZOCOAUTLA DE ESPINOSA,ROBO COMUN,A NEGOCIO,7,61,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,07061,7,61,Ocozocoautla de Espinosa
475,2017,13029,HIDALGO,HUICHAPAN,ROBO COMUN,A NEGOCIO,13,29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,13029,13,29,Huichapan
386,2017,12021,GUERRERO,COYUCA DE BENITEZ,ROBO COMUN,A NEGOCIO,12,21,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,12021,12,21,Coyuca de Benítez
237,2017,8040,CHIHUAHUA,MADERA,ROBO COMUN,A NEGOCIO,8,40,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,08040,8,40,Madera
941,2017,18015,NAYARIT,SANTIAGO IXCUINTLA,ROBO COMUN,A NEGOCIO,18,15,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,18015,18,15,Santiago Ixcuintla
678,2017,15023,MEXICO,COYOTEPEC,ROBO COMUN,A NEGOCIO,15,23,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,15023,15,23,Coyotepec
951,2017,19005,NUEVO LEON,ANAHUAC,ROBO COMUN,A NEGOCIO,19,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,19005,19,5,Anáhuac
318,2017,10038,DURANGO,VICENTE GUERRERO,ROBO COMUN,A NEGOCIO,10,38,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,10038,10,38,Vicente Guerrero
2215,2017,30134,VERACRUZ,PUENTE NACIONAL,ROBO COMUN,A NEGOCIO,30,134,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,30134,30,134,Puente Nacional
357,2017,11038,GUANAJUATO,TARANDACUAO,ROBO COMUN,A NEGOCIO,11,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,6.0,11038,11,38,Tarandacuao
1618,2017,21051,PUEBLA,CHIETLA,ROBO COMUN,A NEGOCIO,21,51,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,21051,21,51,Chietla
1158,2017,20161,OAXACA,SAN JERONIMO SOSOLA,ROBO COMUN,A NEGOCIO,20,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,20161,20,161,San Jerónimo Sosola
1753,2017,21186,PUEBLA,TLATLAUQUITEPEC,ROBO COMUN,A NEGOCIO,21,186,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,21186,21,186,Tlatlauquitepec
2139,2017,30058,VERACRUZ,CHICONTEPEC,ROBO COMUN,A NEGOCIO,30,58,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,30058,30,58,Chicontepec
581,2017,14051,JALISCO,JUANACATLAN,ROBO COMUN,A NEGOCIO,14,51,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14051,14,51,Juanacatlán
1709,2017,21142,PUEBLA,SAN SALVADOR EL SECO,ROBO COMUN,A NEGOCIO,21,142,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,21142,21,142,San Salvador el Seco
742,2017,15087,MEXICO,TEMOAYA,ROBO COMUN,A NEGOCIO,15,87,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,15087,15,87,Temoaya
440,2017,12075,GUERRERO,EDUARDO NERI,ROBO COMUN,A NEGOCIO,12,75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,12075,12,75,Eduardo Neri
259,2017,8062,CHIHUAHUA,SAUCILLO,ROBO COMUN,A NEGOCIO,8,62,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,08062,8,62,Saucillo
2193,2017,30112,VERACRUZ,NAOLINCO,ROBO COMUN,A NEGOCIO,30,112,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,30112,30,112,Naolinco
455,2017,13009,HIDALGO,EL ARENAL,ROBO COMUN,A NEGOCIO,13,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,13009,13,9,El Arenal
855,2017,16075,MICHOACAN,LOS REYES,ROBO COMUN,A NEGOCIO,16,75,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,16075,16,75,Los Reyes
1104,2017,20107,OAXACA,SAN ANTONIO DE LA CAL,ROBO COMUN,A NEGOCIO,20,107,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,20107,20,107,San Antonio de la Cal
431,2017,12066,GUERRERO,TLAPA DE COMONFORT,ROBO COMUN,A NEGOCIO,12,66,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,12066,12,66,Tlapa de Comonfort
695,2017,15040,MEXICO,IXTAPAN DE LA SAL,ROBO COMUN,A NEGOCIO,15,40,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,15040,15,40,Ixtapan de la Sal
2045,2017,29024,TLAXCALA,PANOTLA,ROBO COMUN,A NEGOCIO,29,24,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,29024,29,24,Panotla
513,2017,13067,HIDALGO,TEZONTEPEC DE ALDAMA,ROBO COMUN,A NEGOCIO,13,67,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13067,13,67,Tezontepec de Aldama
2418,2017,32019,ZACATECAS,JALPA,ROBO COMUN,A NEGOCIO,32,19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,32019,32,19,Jalpa
687,2017,15032,MEXICO,DONATO GUERRA,ROBO COMUN,A NEGOCIO,15,32,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,15032,15,32,Donato Guerra
153,2017,7074,CHIAPAS,REFORMA,ROBO COMUN,A NEGOCIO,7,74,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,07074,7,74,Reforma
483,2017,13037,HIDALGO,METZTITLAN,ROBO COMUN,A NEGOCIO,13,37,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,13037,13,37,Metztitlán
2036,2017,29015,TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOROS,ROBO COMUN,A NEGOCIO,29,15,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,29015,29,15,Ixtacuixtla de Mariano Matamoros
2060,2017,29039,TLAXCALA,XALOZTOC,ROBO COMUN,A NEGOCIO,29,39,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,29039,29,39,Xaloztoc
1922,2017,26033,SONORA,HUATABAMPO,ROBO COMUN,A NEGOCIO,26,33,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,26033,26,33,Huatabampo
608,2017,14078,JALISCO,SAN MIGUEL EL ALTO,ROBO COMUN,A NEGOCIO,14,78,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,14078,14,78,San Miguel el Alto
226,2017,8029,CHIHUAHUA,GUADALUPE Y CALVO,ROBO COMUN,A NEGOCIO,8,29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,08029,8,29,Guadalupe y Calvo
589,2017,14059,JALISCO,MAZAMITLA,ROBO COMUN,A NEGOCIO,14,59,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,14059,14,59,Mazamitla
77,2017,6008,COLIMA,MINATITLAN,ROBO COMUN,A NEGOCIO,6,8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,06008,6,8,Minatitlán
1542,2017,20545,OAXACA,TEOTITLAN DE FLORES MAGON,ROBO COMUN,A NEGOCIO,20,545,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20545,20,545,Teotitlán de Flores Magón
2163,2017,30082,VERACRUZ,IXHUATLAN DEL SURESTE,ROBO COMUN,A NEGOCIO,30,82,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,30082,30,82,Ixhuatlán del Sureste
980,2017,19034,NUEVO LEON,MARIN,ROBO COMUN,A NEGOCIO,19,34,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19034,19,34,Marín
978,2017,19032,NUEVO LEON,LAMPAZOS DE NARANJO,ROBO COMUN,A NEGOCIO,19,32,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19032,19,32,Lampazos de Naranjo
2172,2017,30091,VERACRUZ,JESUS CARRANZA,ROBO COMUN,A NEGOCIO,30,91,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,30091,30,91,Jesús Carranza
1976,2017,27015,TABASCO,TACOTALPA,ROBO COMUN,A NEGOCIO,27,15,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27015,27,15,Tacotalpa
1070,2017,20073,OAXACA,PUTLA VILLA DE GUERRERO,ROBO COMUN,A NEGOCIO,20,73,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20073,20,73,Putla Villa de Guerrero
1436,2017,20439,OAXACA,SANTA MARIA TONAMECA,ROBO COMUN,A NEGOCIO,20,439,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,20439,20,439,Santa María Tonameca
40,2017,5009,COAHUILA,FRANCISCO I. MADERO,ROBO COMUN,A NEGOCIO,5,9,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,05009,5,9,Francisco I. Madero
618,2017,14088,JALISCO,TECOLOTLAN,ROBO COMUN,A NEGOCIO,14,88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,14088,14,88,Tecolotlán
615,2017,14085,JALISCO,TAMAZULA DE GORDIANO,ROBO COMUN,A NEGOCIO,14,85,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,14085,14,85,Tamazula de Gordiano
661,2017,15006,MEXICO,ALMOLOYA DEL RIO,ROBO COMUN,A NEGOCIO,15,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,15006,15,6,Almoloya del Río
865,2017,16085,MICHOACAN,TANGANCICUARO,ROBO COMUN,A NEGOCIO,16,85,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,16085,16,85,Tangancícuaro
685,2017,15030,MEXICO,CHICONCUAC,ROBO COMUN,A NEGOCIO,15,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,15030,15,30,Chiconcuac
2062,2017,29041,TLAXCALA,PAPALOTLA DE XICOHTENCATL,ROBO COMUN,A NEGOCIO,29,41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,29041,29,41,Papalotla de Xicohténcatl
2135,2017,30054,VERACRUZ,CHACALTIANGUIS,ROBO COMUN,A NEGOCIO,30,54,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,30054,30,54,Chacaltianguis
1562,2017,20565,OAXACA,VILLA DE ZAACHILA,ROBO COMUN,A NEGOCIO,20,565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,20565,20,565,Villa de Zaachila
896,2017,17003,MORELOS,AXOCHIAPAN,ROBO COMUN,A NEGOCIO,17,3,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,17003,17,3,Axochiapan
2059,2017,29038,TLAXCALA,TZOMPANTEPEC,ROBO COMUN,A NEGOCIO,29,38,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,29038,29,38,Tzompantepec
1046,2017,20049,OAXACA,MAGDALENA OCOTLAN,ROBO COMUN,A NEGOCIO,20,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,20049,20,49,Magdalena Ocotlán
1477,2017,20480,OAXACA,SANTIAGO NUNDICHE,ROBO COMUN,A NEGOCIO,20,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,20480,20,480,Santiago Nundiche
111,2017,7032,CHIAPAS,ESCUINTLA,ROBO COMUN,A NEGOCIO,7,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,07032,7,32,Escuintla
903,2017,17010,MORELOS,JANTETELCO,ROBO COMUN,A NEGOCIO,17,10,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,17010,17,10,Jantetelco
2428,2017,32029,ZACATECAS,MIGUEL AUZA,ROBO COMUN,A NEGOCIO,32,29,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,32029,32,29,Miguel Auza
906,2017,17013,MORELOS,JONACATEPEC,ROBO COMUN,A NEGOCIO,17,13,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,17013,17,13,Jonacatepec de Leandro Valle
1025,2017,20028,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,ROBO COMUN,A NEGOCIO,20,28,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,20028,20,28,Heroica Ciudad de Ejutla de Crespo
918,2017,17025,MORELOS,TLAQUILTENANGO,ROBO COMUN,A NEGOCIO,17,25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,17025,17,25,Tlaquiltenango
851,2017,16071,MICHOACAN,PURUANDIRO,ROBO COMUN,A NEGOCIO,16,71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,16071,16,71,Puruándiro
638,2017,14108,JALISCO,TUXPAN,ROBO COMUN,A NEGOCIO,14,108,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14108,14,108,Tuxpan
2146,2017,30065,VERACRUZ,EMILIANO ZAPATA,ROBO COMUN,A NEGOCIO,30,65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,30065,30,65,Emiliano Zapata
669,2017,15014,MEXICO,ATLACOMULCO,ROBO COMUN,A NEGOCIO,15,14,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,15014,15,14,Atlacomulco
1632,2017,21065,PUEBLA,GENERAL FELIPE ANGELES,ROBO COMUN,A NEGOCIO,21,65,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21065,21,65,General Felipe Ángeles
468,2017,13022,HIDALGO,EPAZOYUCAN,ROBO COMUN,A NEGOCIO,13,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,13022,13,22,Epazoyucan
1331,2017,20334,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,ROBO COMUN,A NEGOCIO,20,334,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,20334,20,334,Villa de Tututepec
531,2017,14001,JALISCO,ACATIC,ROBO COMUN,A NEGOCIO,14,1,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,14001,14,1,Acatic
2242,2017,30161,VERACRUZ,TEMPOAL,ROBO COMUN,A NEGOCIO,30,161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,30161,30,161,Tempoal
1396,2017,20399,OAXACA,SANTA MARIA ATZOMPA,ROBO COMUN,A NEGOCIO,20,399,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,20399,20,399,Santa María Atzompa
2245,2017,30164,VERACRUZ,TEOCELO,ROBO COMUN,A NEGOCIO,30,164,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,30164,30,164,Teocelo
1915,2017,26026,SONORA,ETCHOJOA,ROBO COMUN,A NEGOCIO,26,26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,26026,26,26,Etchojoa
481,2017,13035,HIDALGO,METEPEC,ROBO COMUN,A NEGOCIO,13,35,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,13035,13,35,Metepec
448,2017,13002,HIDALGO,ACAXOCHITLAN,ROBO COMUN,A NEGOCIO,13,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,13002,13,2,Acaxochitlán
2273,2017,30192,VERACRUZ,VEGA DE ALATORRE,ROBO COMUN,A NEGOCIO,30,192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,30192,30,192,Vega de Alatorre
1786,2017,22002,QUERETARO,PINAL DE AMOLES,ROBO COMUN,A NEGOCIO,22,2,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,22002,22,2,Pinal de Amoles
1853,2017,24040,SAN LUIS POTOSI,TAMUIN,ROBO COMUN,A NEGOCIO,24,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,24040,24,40,Tamuín
551,2017,14021,JALISCO,CASIMIRO CASTILLO,ROBO COMUN,A NEGOCIO,14,21,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14021,14,21,Casimiro Castillo
1809,2017,23007,QUINTANA ROO,LAZARO CARDENAS,ROBO COMUN,A NEGOCIO,23,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,23007,23,7,Lázaro Cárdenas
355,2017,11036,GUANAJUATO,SANTIAGO MARAVATIO,ROBO COMUN,A NEGOCIO,11,36,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,11036,11,36,Santiago Maravatío
576,2017,14046,JALISCO,JALOSTOTITLAN,ROBO COMUN,A NEGOCIO,14,46,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,14046,14,46,Jalostotitlán
720,2017,15065,MEXICO,OTUMBA,ROBO COMUN,A NEGOCIO,15,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,15065,15,65,Otumba
148,2017,7069,CHIAPAS,PIJIJIAPAN,ROBO COMUN,A NEGOCIO,7,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,07069,7,69,Pijijiapan
751,2017,15096,MEXICO,TEQUIXQUIAC,ROBO COMUN,A NEGOCIO,15,96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,15096,15,96,Tequixquiac
1914,2017,26025,SONORA,EMPALME,ROBO COMUN,A NEGOCIO,26,25,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26025,26,25,Empalme
54,2017,5023,COAHUILA,OCAMPO,ROBO COMUN,A NEGOCIO,5,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,05023,5,23,Ocampo
2017,2017,28039,TAMAULIPAS,TULA,ROBO COMUN,A NEGOCIO,28,39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,28039,28,39,Tula
